unit_id,est_valuation_to_buyer,est_valuation_to_seller,est_renovation_cost,living_room_solar_direction,living_room_view_score,bedroom_view_score
132816,0.0,0.0,0.0,NorthWest,3 - Híbrida entre 2 e 4,3 - Híbrida entre 2 e 4
132819,0.0,0.0,0.0,NorthWest,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
133058,0.0,0.0,234502.0,NorthWest,3 - Híbrida entre 2 e 4,3 - Híbrida entre 2 e 4
133070,0.0,0.0,116920.0,SouthWest,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
133088,0.0,0.0,173250.0,North,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
133163,0.0,0.0,59250.0,North,"1 - Empareda para área de serviço (ou prédio muito feio, mal conservado)",""
133201,0.0,0.0,0.0,"","",""
133211,0.0,0.0,0.0,"","",""
133224,0.0,0.0,0.0,"","",""
133226,0.0,0.0,0.0,East,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
133281,1415000.0,900280.0,225628.0,"","",""
133282,1225000.0,744749.0,228016.0,SouthWest,"4 - Com respiro, porém com vista predominantemente urbana",3 - Híbrida entre 2 e 4
133283,1380000.0,870117.0,225628.0,"","",""
133284,1430000.0,934073.0,225628.0,"","",""
133308,0.0,0.0,0.0,"",3 - Híbrida entre 2 e 4,"5 - Grande respiro, com verde ou copa de árvores"
133315,0.0,0.0,0.0,"","6 - Vista alta e distante, predominantemente urbana","5 - Grande respiro, com verde ou copa de árvores"
133320,0.0,0.0,0.0,SouthWest,"5 - Grande respiro, com verde ou copa de árvores",""
133331,0.0,0.0,83740.0,SouthEast,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
133339,0.0,0.0,83740.0,SouthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
133415,0.0,0.0,0.0,NorthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
133500,0.0,0.0,0.0,"","",""
133502,0.0,0.0,0.0,SouthEast,3 - Híbrida entre 2 e 4,3 - Híbrida entre 2 e 4
133511,0.0,0.0,0.0,"","",""
133540,1405000.0,914774.0,178752.0,SouthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
133564,0.0,0.0,0.0,"","",""
133615,0.0,0.0,181963.0,West,3 - Híbrida entre 2 e 4,3 - Híbrida entre 2 e 4
133661,0.0,0.0,0.0,West,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
133665,2200000.0,1490705.0,244500.0,West,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
133667,2250000.0,1554671.0,198000.0,"","",""
133670,2580000.0,1604552.0,244500.0,SouthWest,"6 - Vista alta e distante, predominantemente urbana","5 - Grande respiro, com verde ou copa de árvores"
133728,0.0,0.0,80896.0,North,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
133730,0.0,0.0,281209.0,West,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
133775,0.0,0.0,255910.0,West,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
133782,0.0,0.0,248400.0,SouthWest,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
133792,0.0,0.0,0.0,West,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
133826,0.0,0.0,0.0,West,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
133893,0.0,0.0,0.0,NorthEast,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
134177,0.0,0.0,0.0,East,"4 - Com respiro, porém com vista predominantemente urbana",""
134216,0.0,0.0,279240.0,"","",""
134235,0.0,0.0,271060.0,"","",""
134246,2110000.0,1390605.0,325575.0,NorthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
134256,2055000.0,1363669.0,246831.0,East,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
134269,0.0,0.0,296210.0,"","6 - Vista alta e distante, predominantemente urbana","5 - Grande respiro, com verde ou copa de árvores"
134274,0.0,0.0,297140.0,East,"5 - Grande respiro, com verde ou copa de árvores",3 - Híbrida entre 2 e 4
134288,0.0,0.0,0.0,West,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
134307,1190000.0,709122.0,156571.0,"","",""
134312,0.0,0.0,0.0,North,"","5 - Grande respiro, com verde ou copa de árvores"
134321,0.0,0.0,394418.0,SouthWest,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
134338,0.0,0.0,141223.0,SouthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
134350,0.0,0.0,0.0,North,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
134361,0.0,0.0,0.0,NorthEast,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
134381,0.0,0.0,452579.0,NorthEast,3 - Híbrida entre 2 e 4,3 - Híbrida entre 2 e 4
134408,0.0,0.0,141360.0,South,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
134428,0.0,0.0,478620.0,West,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
134429,0.0,0.0,478000.0,North,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
134443,1315000.0,813504.0,245779.0,North,3 - Híbrida entre 2 e 4,"5 - Grande respiro, com verde ou copa de árvores"
134456,0.0,0.0,0.0,North,3 - Híbrida entre 2 e 4,"4 - Com respiro, porém com vista predominantemente urbana"
134464,2375000.0,1381358.0,413246.0,NorthEast,"4 - Com respiro, porém com vista predominantemente urbana",3 - Híbrida entre 2 e 4
134466,0.0,0.0,0.0,NorthEast,"5 - Grande respiro, com verde ou copa de árvores","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
134472,1765000.0,1256000.0,193170.0,"","5 - Grande respiro, com verde ou copa de árvores","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
134473,0.0,0.0,260029.0,NorthEast,"5 - Grande respiro, com verde ou copa de árvores",3 - Híbrida entre 2 e 4
134484,0.0,0.0,0.0,"","",""
134486,1770000.0,1176670.0,260029.0,"","5 - Grande respiro, com verde ou copa de árvores","4 - Com respiro, porém com vista predominantemente urbana"
134493,0.0,0.0,237418.0,"","5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
134497,1675000.0,1072370.0,260029.0,"","",""
134502,1780000.0,1135448.0,260029.0,East,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
134511,0.0,0.0,0.0,NorthWest,"1 - Empareda para área de serviço (ou prédio muito feio, mal conservado)","1 - Empareda para área de serviço (ou prédio muito feio, mal conservado)"
134544,0.0,0.0,0.0,NorthWest,3 - Híbrida entre 2 e 4,""
134563,0.0,0.0,0.0,SouthEast,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
134570,0.0,0.0,0.0,"","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","4 - Com respiro, porém com vista predominantemente urbana"
134571,0.0,0.0,208051.0,South,"1 - Empareda para área de serviço (ou prédio muito feio, mal conservado)","1 - Empareda para área de serviço (ou prédio muito feio, mal conservado)"
134578,0.0,0.0,0.0,SouthEast,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
134584,6950000.0,3905672.0,997737.0,NorthEast,"6 - Vista alta e distante, predominantemente urbana","5 - Grande respiro, com verde ou copa de árvores"
134600,2835000.0,1974836.0,246945.0,NorthWest,"6 - Vista alta e distante, predominantemente urbana",3 - Híbrida entre 2 e 4
134615,0.0,0.0,0.0,"","",""
134644,0.0,0.0,0.0,East,"4 - Com respiro, porém com vista predominantemente urbana",""
134699,2085000.0,1412871.0,280910.0,"","5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
134703,1795000.0,1142750.0,261648.0,"","",""
134710,0.0,0.0,0.0,"","",""
134714,"","","","","",""
134721,0.0,0.0,0.0,East,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
134730,905000.0,550681.0,154383.0,"","",""
134770,940000.0,612846.0,148541.0,East,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
134791,0.0,0.0,0.0,"","",""
134808,1025000.0,649281.0,183759.0,"","4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
134816,0.0,0.0,0.0,"","",""
134841,1865000.0,1201441.0,258013.0,NorthWest,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
134847,0.0,0.0,0.0,"","",""
134853,2175000.0,1444132.0,258013.0,"","",""
134878,1055000.0,708467.0,146091.0,NorthEast,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
134881,0.0,0.0,0.0,"","",""
134933,0.0,0.0,270576.0,"","",""
134942,1985000.0,1255164.0,283339.0,NorthWest,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
134950,880000.0,649762.0,55475.0,"","",""
134954,755000.0,548947.0,55375.0,East,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
134972,1180000.0,833608.0,102479.0,West,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
135004,0.0,0.0,0.0,"","",""
135037,790000.0,557122.0,76639.0,"","",""
135044,0.0,0.0,0.0,"","",""
135103,0.0,790126.0,109020.0,West,"6 - Vista alta e distante, predominantemente urbana","6 - Vista alta e distante, predominantemente urbana"
135162,0.0,0.0,0.0,"","",""
135163,0.0,0.0,53405.0,"",3 - Híbrida entre 2 e 4,""
135175,0.0,0.0,0.0,"","",""
135252,1110000.0,692095.0,174525.0,"","",""
135260,0.0,0.0,0.0,SouthEast,"4 - Com respiro, porém com vista predominantemente urbana","5 - Grande respiro, com verde ou copa de árvores"
135266,0.0,0.0,0.0,South,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
135267,1145000.0,749446.0,160875.0,"","",""
135270,0.0,0.0,0.0,"","",""
135273,0.0,0.0,0.0,North,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente",3 - Híbrida entre 2 e 4
135282,0.0,0.0,0.0,"","",""
135299,0.0,0.0,0.0,North,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","5 - Grande respiro, com verde ou copa de árvores"
135335,1535000.0,1008891.0,225658.0,North,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
135356,1625000.0,1075084.0,246000.0,"","",""
1353586,1605000.0,1097267.0,230239.0,"","",""
135362,0.0,0.0,0.0,SouthWest,"5 - Grande respiro, com verde ou copa de árvores","4 - Com respiro, porém com vista predominantemente urbana"
135369,2075000.0,1353528.0,270482.0,"","",""
135372,0.0,0.0,0.0,"","",""
1353815,1115000.0,714625.0,187326.0,"","5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
1353829,2405000.0,1647706.0,293726.0,East,"4 - Com respiro, porém com vista predominantemente urbana","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
1353831,2165000.0,1410769.0,322558.0,South,"5 - Grande respiro, com verde ou copa de árvores","4 - Com respiro, porém com vista predominantemente urbana"
1353837,0.0,0.0,0.0,"","",""
1353838,1845000.0,1251571.0,231353.0,East,"5 - Grande respiro, com verde ou copa de árvores","4 - Com respiro, porém com vista predominantemente urbana"
1353840,0.0,0.0,0.0,North,"1 - Empareda para área de serviço (ou prédio muito feio, mal conservado)","1 - Empareda para área de serviço (ou prédio muito feio, mal conservado)"
1353841,2540000.0,1742372.0,293726.0,East,"5 - Grande respiro, com verde ou copa de árvores","4 - Com respiro, porém com vista predominantemente urbana"
1353849,0.0,0.0,0.0,"","",""
135395,0.0,0.0,0.0,"","",""
135399,0.0,0.0,424066.0,"","",""
1354042,1275000.0,819974.0,194670.0,South,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
1354067,1285000.0,844376.0,156560.0,North,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
1354085,0.0,0.0,0.0,West,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente",3 - Híbrida entre 2 e 4
1354097,0.0,0.0,0.0,West,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente",3 - Híbrida entre 2 e 4
135411,3305000.0,2116167.0,370667.0,SouthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
1354110,1045000.0,668619.0,149181.0,"","",""
1354117,1125000.0,736238.0,159007.0,"","4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
1354158,1175000.0,807879.0,133995.0,West,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
1354167,0.0,0.0,0.0,"","",""
1354168,1120000.0,720246.0,170620.0,NorthEast,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
1354181,1250000.0,777207.0,149181.0,East,"5 - Grande respiro, com verde ou copa de árvores",""
135420,3685000.0,2212394.0,454541.0,East,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
1354202,0.0,0.0,0.0,"","",""
1354206,1405000.0,915000.0,206000.0,"","4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
1354227,0.0,0.0,0.0,North,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
1354228,0.0,0.0,0.0,North,"4 - Com respiro, porém com vista predominantemente urbana",3 - Híbrida entre 2 e 4
135424,3655000.0,2297176.0,454541.0,SouthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
1354250,0.0,0.0,0.0,East,"4 - Com respiro, porém com vista predominantemente urbana",3 - Híbrida entre 2 e 4
1354279,0.0,0.0,0.0,East,"5 - Grande respiro, com verde ou copa de árvores",""
1354291,0.0,0.0,0.0,NorthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
1354296,0.0,0.0,0.0,"","",""
1354304,0.0,0.0,0.0,"","",""
135431,2470000.0,1650049.0,356000.0,"","4 - Com respiro, porém com vista predominantemente urbana","1 - Empareda para área de serviço (ou prédio muito feio, mal conservado)"
135432,2650000.0,1814000.0,293700.0,"","6 - Vista alta e distante, predominantemente urbana","5 - Grande respiro, com verde ou copa de árvores"
135435,2700000.0,1872114.0,289618.0,"","5 - Grande respiro, com verde ou copa de árvores","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
1354377,0.0,0.0,0.0,"","",""
1354395,0.0,0.0,0.0,SouthWest,"6 - Vista alta e distante, predominantemente urbana","5 - Grande respiro, com verde ou copa de árvores"
1354409,0.0,0.0,0.0,"","",""
135445,0.0,0.0,0.0,"","",""
135446,2505000.0,1455382.0,399000.0,"","4 - Com respiro, porém com vista predominantemente urbana","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
135448,2800000.0,1811686.0,367473.0,SouthEast,"5 - Grande respiro, com verde ou copa de árvores","4 - Com respiro, porém com vista predominantemente urbana"
135454,0.0,0.0,601992.0,East,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
135465,0.0,0.0,0.0,North,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
135473,695000.0,513227.0,54638.0,SouthEast,"4 - Com respiro, porém com vista predominantemente urbana",""
135474,720000.0,459348.0,69062.0,South,3 - Híbrida entre 2 e 4,3 - Híbrida entre 2 e 4
135498,0.0,0.0,0.0,SouthEast,3 - Híbrida entre 2 e 4,3 - Híbrida entre 2 e 4
135581,1770000.0,1232009.0,185525.0,East,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
135582,1890000.0,1325724.0,189003.0,East,"5 - Grande respiro, com verde ou copa de árvores","1 - Empareda para área de serviço (ou prédio muito feio, mal conservado)"
135592,1805000.0,1256854.0,189003.0,East,"5 - Grande respiro, com verde ou copa de árvores","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
135613,0.0,0.0,0.0,"","",""
135621,0.0,0.0,0.0,"","",""
135697,3365000.0,2265429.0,136090.0,NorthWest,"4 - Com respiro, porém com vista predominantemente urbana",3 - Híbrida entre 2 e 4
135713,3440000.0,2139398.0,457262.0,North,"4 - Com respiro, porém com vista predominantemente urbana","1 - Empareda para área de serviço (ou prédio muito feio, mal conservado)"
135717,0.0,0.0,0.0,"","",""
135719,0.0,0.0,0.0,"","",""
135721,0.0,0.0,0.0,"","",""
135739,905000.0,572091.0,93220.0,South,"5 - Grande respiro, com verde ou copa de árvores","4 - Com respiro, porém com vista predominantemente urbana"
135775,940000.0,599715.0,93220.0,SouthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
135825,830000.0,556938.0,108540.0,West,"4 - Com respiro, porém com vista predominantemente urbana","5 - Grande respiro, com verde ou copa de árvores"
135854,0.0,0.0,110758.0,NorthEast,"1 - Empareda para área de serviço (ou prédio muito feio, mal conservado)","1 - Empareda para área de serviço (ou prédio muito feio, mal conservado)"
135951,1035000.0,768517.0,78588.0,NorthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
135985,975000.0,718636.0,78588.0,East,3 - Híbrida entre 2 e 4,3 - Híbrida entre 2 e 4
136001,990000.0,695139.0,99335.0,East,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
136044,0.0,0.0,0.0,SouthWest,"5 - Grande respiro, com verde ou copa de árvores","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
136046,0.0,0.0,0.0,"","5 - Grande respiro, com verde ou copa de árvores","4 - Com respiro, porém com vista predominantemente urbana"
136059,0.0,0.0,0.0,SouthWest,"4 - Com respiro, porém com vista predominantemente urbana","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
136067,1970000.0,1244929.0,291806.0,"","",""
136069,1975000.0,1486361.0,81500.0,"","5 - Grande respiro, com verde ou copa de árvores","4 - Com respiro, porém com vista predominantemente urbana"
136070,0.0,0.0,0.0,"","",""
136071,1985000.0,1287236.0,326000.0,"","5 - Grande respiro, com verde ou copa de árvores","4 - Com respiro, porém com vista predominantemente urbana"
136072,2294000.0,1489116.0,342624.0,"","5 - Grande respiro, com verde ou copa de árvores","4 - Com respiro, porém com vista predominantemente urbana"
136077,2150000.0,1370000.0,255750.0,"","5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136112,0.0,0.0,227290.0,SouthEast,"5 - Grande respiro, com verde ou copa de árvores","4 - Com respiro, porém com vista predominantemente urbana"
136121,1380000.0,820472.0,196000.0,NorthWest,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
136165,2655000.0,1676624.0,400806.0,North,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","4 - Com respiro, porém com vista predominantemente urbana"
136167,0.0,0.0,0.0,North,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","4 - Com respiro, porém com vista predominantemente urbana"
136170,0.0,0.0,0.0,"","",""
136187,2030000.0,1138756.0,297516.0,South,"5 - Grande respiro, com verde ou copa de árvores",3 - Híbrida entre 2 e 4
136237,1590000.0,1032000.0,231000.0,"","",""
136238,0.0,0.0,0.0,"","",""
136241,1590000.0,1060000.0,217800.0,"","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
136244,1525000.0,986515.0,240856.0,East,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136246,1535000.0,1014826.0,219912.0,East,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
136249,1505000.0,982436.0,221760.0,East,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
136253,1510000.0,836353.0,243616.0,East,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
136269,1575000.0,1013909.0,222432.0,"","",""
136272,1690000.0,1130000.0,217800.0,"","6 - Vista alta e distante, predominantemente urbana","5 - Grande respiro, com verde ou copa de árvores"
136277,1595000.0,1059076.0,222432.0,East,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
136280,1440000.0,937828.0,219912.0,SouthWest,"6 - Vista alta e distante, predominantemente urbana","6 - Vista alta e distante, predominantemente urbana"
136281,1520000.0,979241.0,243616.0,East,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
136333,0.0,0.0,215830.0,South,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
136337,0.0,0.0,0.0,SouthWest,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
136372,0.0,0.0,0.0,East,3 - Híbrida entre 2 e 4,3 - Híbrida entre 2 e 4
136383,0.0,0.0,0.0,NorthEast,3 - Híbrida entre 2 e 4,3 - Híbrida entre 2 e 4
136395,0.0,0.0,0.0,East,3 - Híbrida entre 2 e 4,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
136497,0.0,0.0,0.0,"","",""
136498,4415000.0,2822475.0,527191.0,SouthWest,"5 - Grande respiro, com verde ou copa de árvores","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
136500,0.0,0.0,595111.0,SouthWest,"5 - Grande respiro, com verde ou copa de árvores","4 - Com respiro, porém com vista predominantemente urbana"
136505,3720000.0,2227115.0,527191.0,West,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
136507,0.0,0.0,594320.0,SouthWest,"4 - Com respiro, porém com vista predominantemente urbana",3 - Híbrida entre 2 e 4
136516,0.0,0.0,0.0,SouthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136525,0.0,0.0,0.0,SouthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136543,0.0,0.0,0.0,SouthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136548,0.0,0.0,191415.0,South,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136560,0.0,0.0,0.0,SouthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136585,0.0,0.0,324102.0,West,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
136592,2875000.0,1738456.0,362339.0,SouthWest,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136595,0.0,0.0,0.0,"","",""
136599,0.0,0.0,0.0,NorthEast,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136603,0.0,0.0,0.0,"","",""
136621,3425000.0,2242181.0,392739.0,East,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136639,3710000.0,2019520.0,399557.0,"","",""
136640,2455000.0,1316921.0,446695.0,"","",""
136642,3625000.0,2186881.0,446695.0,"","",""
136646,0.0,0.0,0.0,NorthWest,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136681,965000.0,667423.0,106095.0,East,"4 - Com respiro, porém com vista predominantemente urbana","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
136730,2280000.0,1487869.0,293381.0,West,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136734,0.0,0.0,0.0,East,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136753,555000.0,390539.0,53720.0,NorthEast,3 - Híbrida entre 2 e 4,3 - Híbrida entre 2 e 4
136790,595000.0,403511.0,73154.0,East,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
136838,0.0,0.0,335423.0,"","",""
136839,0.0,0.0,334640.0,NorthEast,"4 - Com respiro, porém com vista predominantemente urbana",3 - Híbrida entre 2 e 4
1368539,1535000.0,997241.0,225216.0,"","5 - Grande respiro, com verde ou copa de árvores","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
136854,0.0,0.0,439790.0,NorthWest,"5 - Grande respiro, com verde ou copa de árvores","5 - Grande respiro, com verde ou copa de árvores"
1368551,2960000.0,1582566.0,421164.0,"","",""
1368583,0.0,0.0,0.0,South,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
1368586,0.0,0.0,0.0,"","",""
1368602,0.0,0.0,0.0,NorthWest,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente","2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
1368609,0.0,0.0,0.0,West,3 - Híbrida entre 2 e 4,"2 - Emparedada para área social, apenas parede ou serviço se for bem conservado e limpo visualmente"
1368708,2845000.0,1848852.0,349628.0,East,"5 - Grande respiro, com verde ou copa de árvores",3 - Híbrida entre 2 e 4
136871,0.0,0.0,0.0,"","",""
1368720,3260000.0,2126733.0,379407.0,North,"6 - Vista alta e distante, predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
136875,0.0,0.0,0.0,South,"4 - Com respiro, porém com vista predominantemente urbana","4 - Com respiro, porém com vista predominantemente urbana"
1368783,0.0,0.0,0.0,"","",""
